Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
Sand0,Sand0,TreeSand2,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
Sand0,MountainSand1,TreeSand1,Sand0,Sand0,Sand0,Water2,Water1,Sand0,Sand1,Sand0,Sand2,Sand1
Sand0,MountainSand1,Sand0,Sand0,MountainSand3,Sand1,Water2,Water1,Water1,Sand0,Sand2,Sand0,Sand0
Sand0,Sand0,Sand0,Sand0,MountainSand3,Sand0,Water2,Water1,TreeSand1,Sand0,Sand0,Sand0,Sand0
Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,TreeSand2,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
Sand0,Sand0,Sand0,Sand1,Sand0,Sand0,Sand0,Sand0,Sand1,Sand0,Sand0,Sand0,Sand0
Sand0,MountainSand3,MountainSand2,Sand0,Sand0,Sand3,Sand0,Sand4,Sand0,Sand0,Sand0,Sand1,MountainSand1
Sand0,Sand1,MountainSand2,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,MountainSand2,MountainSand2
Sand0,Sand0,Sand0,Sand0,Water4,Water3,Sand2,Sand0,Sand0,TreeSand1,Sand0,Sand0,Sand0
Sand1,Sand0,Sand0,Sand2,Water4,Water3,Sand0,Sand0,Sand0,Sand0,Sand1,Sand0,Sand0
Sand0,Sand2,Sand0,Sand0,Sand1,Sand0,Sand0,Sand0,TreeSand1,Sand0,Sand0,Sand0,Sand0
Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
