Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,Grass1,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass1,Grass0
Grass0,Grass3,Grass0,Grass0,Grass0,Grass0,TreeGrass2,Grass0,Grass0,Grass0,TreeGrass3,Grass0,Grass0
Grass0,Grass0,TreeGrass1,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass1,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,water1,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,water2,Grass0,Grass1,Grass0,water1,Grass0,Grass0,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,water1,Grass0,Grass0,Grass0,Grass0,Grass0
Grass0,Grass0,TreeGrass2,Grass0,Grass0,Grass0,Grass0,Grass2,Grass0,TreeGrass3,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,Grass0,Grass0,Grass1,Grass0,Grass0,Grass0,Grass0,Grass0,Grass2,Grass0
Grass0,Grass0,Grass0,Grass3,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0
Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0,Grass0
