Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
Sand0,Sand1,Sand0,Sand0,Sand0,Sand0,Sand2,TreeSand1,TreeSand1,Sand0,Sand0,Sand0,Sand0
Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand1
Sand0,Sand0,MountainSand3,MountainSand3,Sand2,Sand1,Sand0,Sand0,Sand0,Sand1,Sand0,Sand0,Sand0
Sand2,Sand0,Sand0,MountainSand1,Sand0,Sand0,Sand1,Sand1,Sand0,Sand0,Sand1,Sand0,Sand0
Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand2,Sand0,Sand0
Sand0,Sand0,Sand0,Sand3,Sand1,Sand2,Sand0,Sand0,Sand1,Sand3,Sand0,Sand1,Sand0
Sand0,TreeSand1,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand2,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
Sand0,Sand0,Sand1,TreeSand1,MountainSand2,Sand0,Sand0,Sand2,Sand0,Sand0,Sand0,MountainSand2,Sand0
Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,TreeSand2,TreeSand3,Sand1,MountainSand2,Sand0
Sand1,Sand0,Sand0,Sand0,Sand1,Sand0,Sand0,Sand0,TreeSand2,Sand0,Sand0,Sand0,Sand2
Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0,Sand0
